13080888.6177,4714978.2894,5.742
13080888.1647,4714976.92786,5.707
13080887.7229,4714975.58064,5.692
13080887.7229,4714975.58064,5.662
13080887.2588,4714974.23343,5.626
13080886.8172,4714972.91489,5.598
13080886.3755,4714971.58201,5.573
13080885.9228,4714970.2778,5.562
13080885.4925,4714968.98791,5.512
13080885.0621,4714967.6837,5.481
13080885.0621,4714967.6837,5.476
13080884.6206,4714966.39382,5.445
13080884.1904,4714965.11827,5.423
13080883.76,4714963.82839,5.425
13080883.76,4714963.82839,5.397
13080883.3409,4714962.55284,5.362
13080882.9107,4714961.29162,5.347
13080882.4917,4714960.03041,5.309
13080882.0727,4714958.76919,5.300
13080882.0727,4714958.76919,5.279
13080881.6537,4714957.52231,5.248
13080881.2461,4714956.30409,5.231
13080880.8495,4714955.08587,6.699
13080880.8495,4714955.08587,6.696
13080880.4532,4714953.89631,6.688
13080880.068,4714952.72109,6.681
13080879.6831,4714951.57453,6.679
13080879.3092,4714950.42797,6.673
13080879.3092,4714950.42797,6.671
13080878.9355,4714949.31007,6.678
13080878.5617,4714948.17785,6.684
13080878.1993,4714947.07428,6.690
13080877.8367,4714945.95639,6.699
13080877.8367,4714945.95639,6.710
13080877.4742,4714944.83849,6.228
13080877.1118,4714943.74926,6.233
13080876.7605,4714942.66003,5.857
13080876.7605,4714942.66003,5.313
13080876.4093,4714941.5708,5.309
13080876.0581,4714940.4959,7.538
13080876.0581,4714940.4959,7.539
13080875.7071,4714939.44967,7.540
13080875.3672,4714938.40343,7.540
13080875.0275,4714937.38586,7.541
13080874.6989,4714936.36829,7.546
13080874.6989,4714936.36829,7.547
13080874.3705,4714935.37939,7.546
13080874.042,4714934.39048,7.544
13080873.7026,4714933.43024,7.540
13080873.7026,4714933.43024,7.539
13080873.3743,4714932.47,7.534
13080873.0462,4714931.53842,7.346
13080872.707,4714930.62118,7.341
13080872.707,4714930.62118,7.247
13080872.3567,4714929.71826,7.201
13080871.9842,4714928.82968,7.182
13080871.6119,4714927.9841,7.190
13080871.2062,4714927.13851,7.172
13080871.2062,4714927.13851,7.157
13080870.8007,4714926.32159,7.129
13080870.3952,4714925.519,7.097
13080869.9676,4714924.74507,7.056
13080869.5289,4714923.99981,6.155
13080869.5289,4714923.99981,6.131
13080869.0569,4714923.26888,5.386
13080868.5629,4714922.58095,4.795
13080868.0577,4714921.90735,4.764
13080867.5527,4714921.24808,3.904
13080867.5527,4714921.24808,3.627
13080867.0144,4714920.6318,3.599
13080866.4763,4714920.04419,3.434
13080866.4763,4714920.04419,3.413
13080865.916,4714919.47092,4.181
13080865.3447,4714918.94063,4.154
13080864.7734,4714918.41035,4.125
13080864.7734,4714918.41035,4.107
13080864.1912,4714917.92307,4.087
13080863.6312,4714917.40712,4.114
13080863.038,4714916.94849,4.084
13080863.038,4714916.94849,4.042
13080862.4339,4714916.53287,4.031
13080861.83,4714916.1459,4.011
13080861.83,4714916.1459,3.989
13080861.215,4714915.77327,3.996
13080860.6001,4714915.42931,3.973
13080859.9854,4714915.12834,3.178
13080859.9854,4714915.12834,2.939
13080859.3597,4714914.8417,2.905
13080858.7342,4714914.59805,2.650
13080858.7342,4714914.59805,2.617
13080858.1089,4714914.38308,2.585
13080857.4836,4714914.18243,2.554
13080856.8585,4714914.01045,2.529
13080856.8585,4714914.01045,2.502
13080856.2335,4714913.86713,2.473
13080855.6198,4714913.75247,2.457
13080855.0062,4714913.65215,2.432
13080855.0062,4714913.65215,2.413
13080854.4151,4714913.58049,2.393
13080853.8128,4714913.52316,2.374
13080853.8128,4714913.52316,2.360
13080853.2219,4714913.4945,2.272
13080852.6422,4714913.48016,2.247
13080852.0627,4714913.4945,2.199
13080852.0627,4714913.4945,2.180
13080851.4832,4714913.52316,2.148
13080850.9261,4714913.56615,2.437
13080850.3689,4714913.60915,2.394
13080850.3689,4714913.60915,2.366
13080849.812,4714913.68081,2.327
13080849.2662,4714913.7668,2.297
13080849.2662,4714913.7668,2.258
13080848.7206,4714913.88146,2.226
13080848.1862,4714913.99611,2.199
13080847.6518,4714914.1251,2.166
13080847.6518,4714914.1251,2.131
13080847.1175,4714914.26842,2.107
13080846.5944,4714914.41174,2.082
13080846.5944,4714914.41174,2.057
13080846.06,4714914.54073,2.057
13080845.5368,4714914.66971,2.038
13080845.0024,4714914.7987,2.047
13080845.0024,4714914.7987,2.063
13080844.468,4714914.92769,2.051
13080843.9337,4714915.05668,2.646
13080843.3992,4714915.17133,2.629
13080842.8648,4714915.30032,2.618
13080842.8648,4714915.30032,2.606
13080842.3193,4714915.42931,2.594
13080841.785,4714915.55829,2.580
13080841.2394,4714915.68728,2.565
13080841.2394,4714915.68728,2.553
13080840.6939,4714915.81627,2.541
13080840.1485,4714915.95959,2.525
13080839.603,4714916.10291,2.509
13080839.603,4714916.10291,2.496
13080839.0576,4714916.24623,2.257
13080838.501,4714916.38955,2.240
13080837.9444,4714916.53287,2.220
13080837.3879,4714916.69052,2.204
13080837.3879,4714916.69052,2.186
13080836.8203,4714916.8625,2.355
13080836.2526,4714917.02015,2.338
13080835.6962,4714917.19214,2.317
13080835.6962,4714917.19214,2.296
13080835.1286,4714917.36412,2.279
13080834.561,4714917.5361,2.257
13080833.9935,4714917.72242,2.237
13080833.9935,4714917.72242,2.219
13080833.426,4714917.90873,2.196
13080832.8585,4714918.09505,2.170
13080832.291,4714918.28136,2.148
13080831.7236,4714918.48201,2.126
13080831.7236,4714918.48201,2.175
13080831.1561,4714918.68266,2.214
13080830.5999,4714918.89764,2.195
13080830.0436,4714919.09828,2.405
13080829.4763,4714919.31326,2.384
13080829.4763,4714919.31326,2.363
13080828.92,4714919.52824,2.338
13080828.3639,4714919.75755,2.316
13080827.8188,4714919.97253,2.291
13080827.8188,4714919.97253,2.266
13080827.2738,4714920.20184,2.251
13080826.7288,4714920.43116,2.227
13080826.7288,4714920.43116,2.205
13080826.1839,4714920.6748,2.185
13080825.6389,4714920.90411,2.162
13080825.1051,4714921.13342,2.150
13080825.1051,4714921.13342,2.090
13080824.5601,4714921.36273,2.072
13080824.0262,4714921.59204,2.120
13080823.4923,4714921.80702,2.148
13080823.4923,4714921.80702,2.138
13080822.9585,4714922.03633,2.224
13080822.4246,4714922.25131,2.210
13080822.4246,4714922.25131,2.192
13080821.8906,4714922.46629,2.174
13080821.3567,4714922.68127,2.158
13080820.8229,4714922.91058,2.138
13080820.2889,4714923.12556,2.118
13080820.2889,4714923.12556,2.103
13080819.7662,4714923.34054,2.086
13080819.2323,4714923.56985,2.066
13080818.6984,4714923.78483,2.050
13080818.1646,4714924.01414,2.034
13080818.1646,4714924.01414,2.058
13080817.6306,4714924.22912,2.044
13080817.1079,4714924.4441,2.085
13080816.5851,4714924.65908,2.115
13080816.5851,4714924.65908,2.105
13080816.0735,4714924.87406,2.136
13080815.573,4714925.08904,2.118
13080815.0836,4714925.28969,2.095
13080814.6165,4714925.49033,2.079
13080814.6165,4714925.49033,2.058
13080814.1604,4714925.67665,2.054
13080813.7265,4714925.8343,2.032
